node_id,in_degree,out_degree,total_degree
109196,2,15,17
109197,1,25,26
109198,7,15,22
109200,8,22,30
109201,3,2,5
109202,1,11,12
109203,0,1,1
109204,8,14,22
109205,1,2,3
109207,0,4,4
109208,1,3,4
109209,18,43,61
109210,1,2,3
109211,0,6,6
109212,0,101,101
109213,69,30,99
109214,11,19,30
109215,0,6,6
109216,1,28,29
109217,5,39,44
109218,2,4,6
109219,4,10,14
109220,3,15,18
109221,2,0,2
109222,14,20,34
109223,1,5,6
109224,7,5,12
110001,3,3,6
110002,5,38,43
110003,0,2,2
110004,2,10,12
110005,1,39,40
110006,7,31,38
110007,96,35,131
110008,1,19,20
110009,0,1,1
110010,0,5,5
110011,0,4,4
110013,0,7,7
110015,0,2,2
110016,1,4,5
110017,0,5,5
110018,4,17,21
110019,1,22,23
110020,2,22,24
110021,13,23,36
110022,7,17,24
110023,2,1,3
110024,4,20,24
110025,1,15,16
110026,6,48,54
110027,0,4,4
110028,60,74,134
110029,2,8,10
110030,0,5,5
110031,39,36,75
110032,0,18,18
110033,0,5,5
110034,32,30,62
110035,11,22,33
110036,1,33,34
110038,0,1,1
110039,23,22,45
110040,4,4,8
110041,6,42,48
110042,0,2,2
110043,0,5,5
110044,2,5,7
110045,0,3,3
110046,7,32,39
110047,0,8,8
110048,11,15,26
110049,6,19,25
110050,36,50,86
110051,2,7,9
110052,0,3,3
110053,2,4,6
110054,8,21,29
110055,5,302,307
110056,1,3,4
110057,24,5,29
110058,1,20,21
110059,5,15,20
110060,2,0,2
110061,1,1,2
110062,32,26,58
110063,5,16,21
110064,23,35,58
110065,3,9,12
110066,11,30,41
110067,3,33,36
110068,0,11,11
110069,8,18,26
110070,12,13,25
110071,17,35,52
110072,24,10,34
110073,17,5,22
110074,5,17,22
110075,2,1,3
110076,0,14,14
110077,24,18,42
110078,0,2,2
110079,7,15,22
110080,5,6,11
110081,2,8,10
110082,2,1,3
110083,1,0,1
110084,0,96,96
110085,0,14,14
110086,5,20,25
110087,73,18,91
110088,0,21,21
110089,25,10,35
110090,0,9,9
110091,0,6,6
110092,4,13,17
110093,25,25,50
110094,1,16,17
110095,1,0,1
110096,7,19,26
110097,2,4,6
110098,3,15,18
110099,27,32,59
110100,0,11,11
110101,6,8,14
110102,5,1,6
110103,4,25,29
110104,0,9,9
110105,1,8,9
110106,2,10,12
110107,26,39,65
110108,106,59,165
110109,11,26,37
110110,1,20,21
110111,4,38,42
110112,5,43,48
110113,18,40,58
110114,17,16,33
110115,17,52,69
110116,4,8,12
110117,5,21,26
110118,2,31,33
110119,1,18,19
110120,1,2,3
110121,5,24,29
110122,4,18,22
110123,33,19,52
110124,33,10,43
110125,0,4,4
110126,0,1,1
110127,2,10,12
110129,5,10,15
110131,0,13,13
110132,4,29,33
110133,9,15,24
110134,5,26,31
110135,3,8,11
110136,22,29,51
110137,1,4,5
110138,0,3,3
110139,0,4,4
110140,4,10,14
110141,4,15,19
110142,1,25,26
110143,16,42,58
110145,0,7,7
110146,19,29,48
110147,6,22,28
110149,10,4,14
110150,1,2,3
110151,3,6,9
110152,4,13,17
110153,2,11,13
110154,0,4,4
110155,1,1,2
110156,0,7,7
110157,0,10,10
110158,5,7,12
110159,2,4,6
110160,3,13,16
110161,0,8,8
110162,6,19,25
110163,0,1,1
110164,9,16,25
110165,2,3,5
110167,16,16,32
110168,0,12,12
110169,23,19,42
110170,31,24,55
110171,22,44,66
110172,7,26,33
110173,12,56,68
110174,8,45,53
110175,1,19,20
110176,2,13,15
110177,8,7,15
110178,2,34,36
110179,0,3,3
110180,2,3,5
110181,0,4,4
110182,0,11,11
110183,7,15,22
110184,4,38,42
110185,3,3,6
110186,18,33,51
110187,15,33,48
110188,10,48,58
110189,11,41,52
110190,0,4,4
110191,12,32,44
110192,0,45,45
110193,18,8,26
110195,5,7,12
110196,35,8,43
110197,2,0,2
110198,3,7,10
110199,1,1,2
110200,18,67,85
110201,1,54,55
110202,5,8,13
110203,3,31,34
110204,19,13,32
110205,4,0,4
110206,3,20,23
110207,2,12,14
110208,0,2,2
110209,4,39,43
110210,0,1,1
110211,3,8,11
110212,0,5,5
110213,4,24,28
110214,1,19,20
110215,11,29,40
110216,6,26,32
110217,0,6,6
110218,2,17,19
110219,12,24,36
110220,1,1,2
110221,3,4,7
110222,0,6,6
110223,1,7,8
110224,0,2,2
110225,10,21,31
110226,25,4,29
110227,1,11,12
110229,0,2,2
110230,1,5,6
110231,5,4,9
110232,22,44,66
110233,0,1,1
110234,48,26,74
110235,3,12,15
110236,0,3,3
110237,0,1,1
110238,5,32,37
110239,1,10,11
110240,5,25,30
110241,7,13,20
110242,205,10,215
110243,2,7,9
110244,16,9,25
110245,0,13,13
110246,0,15,15
110247,16,10,26
110248,4,12,16
110249,1,9,10
110250,7,35,42
110251,2,1,3
110252,9,23,32
110255,1,16,17
110256,1,3,4
110257,1,2,3
110258,12,14,26
110259,1,7,8
110260,27,8,35
110261,0,36,36
110262,1,17,18
110263,2,28,30
110264,2,7,9
110265,43,22,65
110266,2,7,9
110267,12,19,31
110268,0,6,6
110269,6,9,15
110270,1,14,15
110271,39,22,61
110272,3,4,7
110273,0,15,15
110274,11,120,131
110275,0,2,2
110276,0,10,10
110277,11,30,41
110278,3,8,11
110279,3,18,21
110280,8,15,23
110281,1,42,43
110282,1,4,5
110283,13,11,24
110284,3,15,18
110285,1,1,2
110286,7,58,65
110287,1,12,13
110288,2,25,27
110289,2,18,20
110290,1,1,2
110291,3,26,29
110292,3,8,11
110293,9,41,50
110294,2,11,13
110295,0,5,5
110296,0,1,1
110297,3,9,12
110298,10,59,69
110299,4,18,22
110300,2,14,16
110301,6,9,15
110302,15,19,34
111001,17,15,32
111002,13,32,45
111004,11,14,25
111005,1,9,10
111006,3,12,15
111007,2,16,18
111008,37,52,89
111009,1,2,3
111010,0,1,1
111011,2,3,5
111012,15,28,43
111013,6,45,51
111014,0,7,7
111015,2,21,23
111016,10,2,12
111017,4,23,27
111018,1,4,5
111019,0,8,8
111020,4,14,18
111022,0,4,4
111023,0,5,5
111024,0,3,3
111025,28,32,60
111026,4,14,18
111027,4,29,33
111028,2,3,5
111029,0,3,3
111030,28,8,36
111031,13,3,16
111032,0,2,2
111033,0,13,13
111034,40,17,57
111035,1,6,7
111036,6,14,20
111037,0,2,2
111038,3,14,17
111039,1,9,10
111040,10,4,14
111041,5,10,15
111042,1,3,4
111043,0,4,4
111044,1,49,50
111045,1,9,10
111046,1,21,22
111047,0,5,5
111048,11,42,53
111049,3,8,11
111050,6,40,46
111051,32,25,57
111052,0,14,14
111053,1,5,6
111054,1,18,19
111055,4,17,21
111056,1,2,3
111057,17,33,50
111059,4,33,37
111060,18,30,48
111061,5,11,16
111062,5,24,29
111063,3,1,4
111064,3,19,22
111065,0,1,1
111066,2,28,30
111068,13,9,22
111069,40,31,71
111070,1,23,24
111072,19,13,32
111073,1,19,20
111074,2,2,4
111075,0,2,2
111076,0,4,4
111077,1,16,17
111078,10,27,37
111079,1,48,49
111080,5,8,13
111081,2,10,12
111082,5,36,41
111083,2,0,2
111084,1,1,2
111085,39,26,65
111086,3,32,35
111087,29,19,48
111088,0,1,1
111089,7,21,28
111090,13,12,25
111091,4,31,35
111092,26,19,45
111093,56,58,114
111094,1,16,17
111095,0,8,8
111096,15,18,33
111097,1,18,19
111098,32,14,46
111099,3,14,17
111100,0,7,7
111101,2,18,20
111102,17,22,39
111103,1,9,10
111104,0,20,20
111105,0,3,3
111106,8,31,39
111107,3,19,22
111108,1,3,4
111109,1,21,22
111110,3,12,15
111111,0,5,5
111112,0,4,4
111113,13,35,48
111114,0,5,5
111115,2,0,2
111116,2,2,4
111117,2,5,7
111118,0,11,11
111119,11,28,39
111120,1,2,3
111121,9,24,33
111122,8,6,14
111123,2,6,8
111124,0,9,9
111125,0,3,3
111126,6,16,22
111127,7,30,37
111128,5,37,42
111129,65,58,123
111130,7,23,30
111131,1,8,9
111132,2,7,9
111133,1,15,16
111134,4,9,13
111135,36,23,59
111136,2,35,37
111137,2,0,2
111138,3,4,7
111140,1,1,2
111141,1,7,8
111142,9,18,27
111143,0,1,1
111144,0,11,11
111145,5,28,33
111146,2,16,18
111148,0,5,5
111149,5,46,51
111150,2,9,11
111151,2,45,47
111152,0,5,5
111153,37,10,47
111154,38,43,81
111155,20,11,31
111156,7,29,36
111157,2,6,8
111158,2,16,18
111159,8,25,33
111160,8,29,37
111161,10,8,18
111162,2,7,9
111163,6,23,29
111165,28,65,93
111166,0,15,15
111167,3,1,4
111168,11,9,20
111169,5,21,26
111171,3,2,5
111172,0,3,3
111173,1,5,6
111174,3,2,5
111175,0,8,8
111176,7,3,10
111177,10,29,39
111178,4,15,19
111179,30,57,87
111180,29,32,61
111181,7,31,38
111182,18,82,100
111183,1,20,21
111184,0,2,2
111185,1,2,3
111186,1,4,5
111187,2,53,55
111188,0,7,7
111189,20,43,63
111190,4,21,25
111191,9,10,19
111192,2,13,15
111194,0,3,3
111195,0,6,6
111196,3,0,3
111198,8,26,34
111199,15,44,59
111200,10,11,21
111201,8,20,28
111202,0,9,9
111203,4,4,8
111204,0,1,1
111205,6,7,13
111206,5,2,7
111207,1,20,21
111208,42,200,242
111209,9,51,60
111210,29,35,64
111211,2,12,14
111212,31,36,67
111213,1,3,4
111214,0,2,2
111215,1,23,24
111216,1,6,7
111217,40,24,64
111218,1,19,20
111219,1,10,11
111220,3,11,14
111221,11,15,26
111222,14,40,54
111223,2,3,5
111224,5,30,35
111225,0,30,30
111226,3,6,9
111227,5,6,11
111228,21,74,95
111229,2,16,18
111230,11,13,24
111231,2,16,18
111232,0,5,5
111233,0,2,2
111235,2,17,19
111236,0,38,38
111237,0,1,1
111238,20,85,105
111239,1,19,20
111240,0,2,2
111241,0,4,4
111242,0,6,6
111243,2,2,4
111244,2,6,8
111245,0,13,13
111246,6,13,19
111247,24,18,42
111248,0,7,7
111249,12,22,34
111251,0,1,1
111252,2,2,4
111253,5,8,13
111254,1,31,32
111255,0,6,6
111256,18,16,34
111257,2,4,6
111258,1,29,30
111259,1,9,10
111260,11,42,53
111261,3,33,36
111263,3,10,13
111264,3,4,7
111265,1,6,7
111266,12,25,37
111267,8,10,18
111268,1,7,8
111269,5,14,19
111270,0,7,7
111271,0,1,1
111272,0,1,1
111273,1,12,13
111274,21,10,31
111275,4,28,32
111276,18,25,43
111277,13,15,28
111278,12,18,30
111279,6,40,46
111280,2,8,10
111281,50,16,66
111282,0,4,4
111283,0,3,3
111284,1,108,109
111285,5,6,11
111286,0,3,3
111287,2,13,15
111288,1,8,9
111289,0,6,6
111290,7,29,36
111291,1,11,12
112002,17,28,45
112004,3,11,14
112005,4,33,37
112006,0,17,17
112008,11,46,57
112009,10,22,32
112010,4,8,12
112011,2,1,3
112012,6,22,28
112013,13,29,42
112014,5,6,11
112015,11,21,32
112016,1,2,3
112018,0,2,2
112019,5,36,41
112020,1,13,14
112021,0,1,1
112022,2,6,8
112023,5,20,25
112024,1,6,7
112025,2,11,13
112026,7,6,13
112027,3,22,25
112028,6,13,19
112029,1,25,26
112030,1,10,11
112032,0,29,29
112033,2,2,4
112034,13,12,25
112035,2,11,13
112037,4,37,41
112038,3,40,43
112039,7,2,9
112040,19,75,94
112041,16,8,24
112042,1,15,16
112043,3,44,47
112044,242,20,262
112045,40,59,99
112046,4,6,10
112047,7,44,51
112048,1,26,27
112049,3,7,10
112050,14,34,48
112051,0,8,8
112052,2,4,6
112053,4,27,31
112054,25,13,38
112055,17,10,27
112056,4,27,31
112057,1,5,6
112058,1,27,28
112059,5,45,50
112060,1,1,2
112061,0,4,4
112062,2,1,3
112063,3,17,20
112064,9,26,35
112065,0,26,26
112066,10,33,43
112068,0,6,6
112069,1,10,11
112070,1,6,7
112071,8,35,43
112072,4,19,23
112073,6,30,36
112074,1,10,11
112075,2,21,23
112077,4,7,11
112078,8,21,29
112079,18,23,41
112080,10,31,41
112081,3,31,34
112082,1,13,14
112083,0,16,16
112084,6,20,26
112085,1,34,35
112086,1,12,13
112087,2,11,13
112088,1,14,15
112089,3,10,13
112090,32,3,35
112091,0,3,3
112092,10,17,27
112093,19,30,49
112094,4,50,54
112095,4,31,35
112096,1,9,10
112097,0,18,18
112098,22,11,33
112099,3,25,28
112100,12,18,30
112101,8,47,55
112102,2,9,11
112103,1,1,2
112104,2,31,33
112105,1,2,3
112106,6,17,23
112107,0,16,16
112109,1,36,37
112110,5,1,6
112111,1,7,8
112112,2,28,30
112113,32,36,68
112114,12,21,33
112115,10,19,29
112116,0,34,34
112117,6,20,26
112118,0,15,15
112119,21,36,57
112120,2,2,4
112121,0,6,6
112122,19,10,29
112123,1,0,1
112125,2,27,29
112126,18,44,62
112127,6,37,43
112128,16,22,38
112129,0,5,5
112130,1,9,10
112131,4,23,27
112132,2,22,24
112133,2,22,24
112134,1,13,14
112135,4,18,22
112136,20,38,58
112137,0,38,38
112138,24,10,34
112139,6,14,20
112140,19,45,64
112141,0,18,18
112142,0,4,4
112143,0,3,3
112145,3,53,56
112146,2,4,6
112147,38,31,69
112148,2,11,13
112149,0,5,5
112150,6,33,39
112151,7,23,30
112152,14,51,65
112153,2,26,28
112154,11,39,50
112155,0,58,58
112156,0,2,2
112157,6,9,15
112158,7,16,23
112159,0,13,13
112160,14,24,38
112161,2,3,5
112162,11,17,28
112163,0,6,6
112164,5,21,26
112165,6,10,16
112166,11,14,25
112167,3,11,14
112168,2,15,17
112169,32,41,73
112170,4,18,22
112171,0,1,1
112173,5,34,39
112174,11,27,38
112175,4,7,11
112176,3,42,45
112177,10,25,35
112178,15,27,42
112179,1,2,3
112180,11,42,53
112181,0,4,4
112182,4,9,13
112183,7,5,12
112184,6,2,8
112185,3,31,34
112186,0,19,19
112187,11,30,41
112188,19,26,45
112189,2,28,30
112190,1,23,24
112191,5,9,14
112192,6,21,27
112193,5,34,39
112194,0,2,2
112195,15,52,67
112196,2,15,17
112197,12,28,40
112198,24,36,60
112199,8,33,41
112200,3,28,31
112201,0,7,7
112202,13,9,22
112203,3,18,21
112204,14,7,21
112205,10,22,32
112206,4,23,27
112207,6,8,14
112208,1,1,2
112209,0,5,5
112210,2,10,12
112211,5,13,18
112212,0,9,9
112213,2,0,2
112214,17,42,59
112215,8,5,13
112217,5,7,12
112218,70,48,118
112219,2,24,26
112220,2,13,15
112221,2,32,34
112222,2,32,34
112223,46,66,112
112224,4,8,12
112226,24,56,80
112227,6,44,50
112228,2,29,31
112229,2,7,9
112230,2,17,19
112231,21,35,56
112233,4,23,27
112234,0,1,1
112235,4,18,22
112236,29,21,50
112237,4,0,4
112238,0,11,11
112239,1,4,5
112240,0,4,4
112241,0,3,3
112242,0,6,6
112243,2,1,3
112244,5,20,25
112245,0,2,2
112246,4,8,12
112247,14,4,18
112248,12,25,37
112249,14,26,40
112250,0,2,2
112251,11,32,43
112252,0,12,12
112253,24,33,57
112254,2,20,22
112255,2,7,9
112256,2,2,4
112257,0,9,9
112258,23,20,43
112259,2,12,14
112260,4,12,16
112261,7,5,12
112262,2,6,8
112263,2,7,9
112264,16,12,28
201001,0,3,3
201002,0,18,18
201003,0,2,2
201004,21,57,78
201005,1,10,11
201006,1,5,6
201007,11,16,27
201008,2,19,21
201009,1,8,9
201010,1,20,21
201011,1,8,9
201012,1,21,22
201013,4,7,11
201014,0,2,2
201015,41,28,69
201016,15,25,40
201017,7,34,41
201018,2,12,14
201019,17,14,31
201020,1,0,1
201022,0,8,8
201023,2,14,16
201025,3,30,33
201026,0,5,5
201027,2,13,15
201028,47,29,76
201029,31,27,58
201030,3,2,5
201031,3,9,12
201032,7,86,93
201033,0,9,9
201034,0,11,11
201035,3,35,38
201036,3,15,18
201037,25,47,72
201038,2,9,11
201039,30,12,42
201040,2,25,27
201041,4,26,30
201042,1,12,13
201043,0,2,2
201044,0,1,1
201045,8,1,9
201046,6,6,12
201047,2,25,27
201048,4,6,10
201049,0,4,4
201050,0,6,6
201051,2,19,21
201052,2,5,7
201053,0,1,1
201054,9,25,34
201055,2,11,13
201056,4,11,15
201057,2,12,14
201058,2,6,8
201059,3,40,43
201060,14,22,36
201061,3,30,33
201062,6,55,61
201063,8,13,21
201064,1,3,4
201065,0,1,1
201066,2,19,21
201067,5,10,15
201068,0,2,2
201069,0,7,7
201070,11,37,48
201071,0,10,10
201072,1,16,17
201073,0,21,21
201074,0,1,1
201075,8,41,49
201076,2,43,45
201078,0,5,5
201079,4,33,37
201080,5,9,14
201081,212,10,222
201083,1,0,1
201084,4,9,13
201085,0,1,1
201086,0,7,7
201087,2,0,2
201088,0,3,3
201089,6,15,21
201090,1,1,2
201091,7,22,29
201093,8,29,37
201094,3,8,11
201095,21,31,52
201096,3,20,23
201097,0,7,7
201098,0,6,6
201099,5,28,33
201100,6,9,15
201101,1,1,2
201102,0,14,14
201103,11,7,18
201104,3,7,10
201105,0,5,5
201106,3,17,20
201107,0,16,16
201108,0,20,20
201109,4,18,22
201110,0,6,6
201111,4,13,17
201112,15,33,48
201113,4,36,40
201114,5,12,17
201116,3,1,4
201117,6,5,11
201118,0,8,8
201119,0,1,1
201120,1,6,7
201121,4,22,26
201122,2,5,7
201123,0,2,2
201124,4,5,9
201125,1,17,18
201126,2,14,16
201127,14,36,50
201128,12,28,40
201129,1,20,21
201130,3,14,17
201131,1,2,3
201132,7,15,22
201133,3,13,16
201134,1,1,2
201135,2,34,36
201136,35,30,65
201137,0,4,4
201138,3,21,24
201139,4,11,15
201140,4,66,70
201141,1,6,7
201142,7,25,32
201143,1,0,1
201144,15,37,52
201145,7,59,66
201146,3,14,17
201147,0,8,8
201148,9,19,28
201149,17,14,31
201150,0,1,1
201151,10,18,28
201152,0,11,11
201153,0,9,9
201154,1,26,27
201155,3,19,22
201156,2,11,13
201157,4,3,7
201158,27,32,59
201159,13,36,49
201160,0,1,1
201161,1,12,13
201162,0,7,7
201163,0,5,5
201164,3,5,8
201165,3,21,24
201166,0,10,10
201167,1,5,6
201168,3,1,4
201169,0,1,1
201170,2,6,8
201171,2,23,25
201172,7,13,20
201173,8,43,51
201174,13,34,47
201175,6,41,47
201176,12,43,55
201177,19,17,36
201178,1,57,58
201179,7,20,27
201180,0,17,17
201181,0,14,14
201182,5,38,43
201183,5,24,29
201184,0,1,1
201185,9,34,43
201186,0,6,6
201187,6,25,31
201188,1,12,13
201189,15,8,23
201190,0,7,7
201191,5,24,29
201192,0,12,12
201193,0,7,7
201194,3,7,10
201195,0,1,1
201196,9,19,28
201197,12,56,68
201198,5,13,18
201199,0,12,12
201200,9,8,17
201201,2,6,8
201202,0,9,9
201203,1,4,5
201204,2,7,9
201205,35,59,94
201206,4,26,30
201207,1,3,4
201208,0,1,1
201209,0,39,39
201210,8,80,88
201211,6,13,19
201212,0,2,2
201213,0,12,12
201214,0,3,3
201215,5,37,42
201216,2,8,10
201217,1,0,1
201218,2,35,37
201219,0,5,5
201220,1,2,3
201221,13,45,58
201222,25,5,30
201223,1,10,11
201224,12,28,40
201225,0,12,12
201226,9,25,34
201227,11,55,66
201228,7,21,28
201229,9,17,26
201230,1,0,1
201231,0,7,7
201232,1,33,34
201233,1,15,16
201234,1,3,4
201235,0,4,4
201236,1,16,17
201237,4,11,15
201238,0,4,4
201239,6,5,11
201240,0,5,5
201241,12,16,28
201242,1,2,3
201243,2,37,39
201244,1,17,18
201245,8,9,17
201246,1,4,5
201247,7,40,47
201248,1,31,32
201249,3,18,21
201250,0,4,4
201251,6,3,9
201252,1,9,10
201253,39,226,265
201254,3,17,20
201255,3,7,10
201256,3,23,26
201257,7,36,43
201258,4,35,39
201259,2,14,16
201260,3,6,9
201261,1,4,5
201263,0,6,6
201265,3,10,13
201266,0,21,21
201267,5,25,30
201268,10,30,40
201269,0,2,2
201270,5,29,34
201271,1,22,23
201272,4,31,35
202001,1,2,3
202002,5,26,31
202003,10,35,45
202004,0,1,1
202005,1,27,28
202006,0,10,10
202007,2,13,15
202008,12,52,64
202009,3,9,12
202010,1,15,16
202011,9,34,43
202012,10,23,33
202013,0,1,1
202014,2,58,60
202015,1,2,3
202016,0,7,7
202017,18,22,40
202018,2,5,7
202019,0,3,3
202021,328,34,362
202022,2,37,39
202023,4,9,13
202024,15,35,50
202025,3,17,20
202027,4,16,20
202028,3,23,26
202029,1,6,7
202030,18,30,48
202031,0,7,7
202032,4,13,17
202033,0,12,12
202034,1,10,11
202035,1,1,2
202036,2,8,10
202037,4,22,26
202038,1,3,4
202039,3,24,27
202040,5,18,23
202041,4,11,15
202042,1,9,10
202043,3,15,18
202044,1,27,28
202045,14,29,43
202047,3,5,8
202048,7,30,37
202049,0,12,12
202050,2,6,8
202051,1,16,17
202052,3,34,37
202053,0,23,23
202054,3,7,10
202055,2,17,19
202056,20,23,43
202057,5,31,36
202058,7,3,10
202059,1,4,5
202060,13,28,41
202062,2,10,12
202063,0,14,14
202064,4,28,32
202065,5,50,55
202066,0,10,10
202067,7,12,19
202068,1,6,7
202069,9,8,17
202070,1,1,2
202071,0,18,18
202072,3,10,13
202073,7,18,25
202074,3,19,22
202075,3,25,28
202076,4,4,8
202077,3,34,37
202078,0,19,19
202079,10,30,40
202080,0,13,13
202081,0,7,7
202082,5,11,16
202083,1,47,48
202084,4,49,53
202085,2,11,13
202086,0,1,1
202087,35,16,51
202088,2,11,13
202089,1,4,5
202090,1,44,45
202091,3,16,19
202092,2,15,17
202093,5,7,12
202094,22,40,62
202095,2,1,3
202096,9,15,24
202097,6,17,23
202098,7,13,20
202099,2,4,6
202100,1,17,18
202101,1,12,13
202102,1,3,4
202103,0,13,13
202104,4,39,43
202105,1,1,2
202106,1,15,16
202107,13,20,33
202108,1,5,6
202109,204,25,229
202110,1,22,23
202111,118,27,145
202112,2,8,10
202113,0,6,6
202114,0,10,10
202116,13,22,35
202117,1,8,9
202118,10,26,36
202119,1,0,1
202121,2,8,10
202122,0,3,3
202123,10,10,20
202124,36,31,67
202125,8,9,17
202126,18,59,77
202127,14,34,48
202128,1,2,3
202129,5,37,42
202130,0,9,9
202131,7,36,43
202132,3,8,11
202133,11,15,26
202134,2,8,10
202135,18,57,75
202136,2,19,21
202137,9,16,25
202138,2,16,18
202139,13,22,35
202140,9,50,59
202141,1,2,3
202142,21,11,32
202144,14,2,16
202145,0,16,16
202146,0,11,11
202147,4,15,19
202148,13,58,71
202149,1,8,9
202150,18,20,38
202151,22,44,66
202152,1,20,21
202153,81,21,102
202154,0,2,2
202155,2,10,12
202156,5,48,53
202157,91,21,112
202158,1,6,7
202159,0,1,1
202160,0,14,14
202161,3,7,10
202162,0,3,3
202163,37,3,40
202164,1,2,3
202165,1,21,22
202166,1,10,11
202167,1,19,20
202168,24,30,54
202169,1,1,2
202170,1,15,16
202171,6,39,45
202172,5,26,31
202173,5,22,27
202174,17,28,45
202175,2,25,27
202176,17,21,38
202177,0,22,22
202178,4,21,25
202179,99,37,136
202180,2,25,27
202181,0,18,18
202182,1,6,7
202183,5,28,33
202184,12,30,42
202185,0,4,4
202186,85,26,111
202187,49,28,77
202188,6,25,31
202189,8,22,30
202190,45,16,61
202191,1,39,40
202192,0,15,15
202193,6,59,65
202194,2,3,5
202195,10,16,26
202196,0,14,14
202197,6,25,31
202198,14,46,60
202199,2,18,20
202200,0,56,56
202201,3,25,28
202202,4,12,16
202203,5,13,18
202204,2,3,5
202205,3,10,13
202206,0,15,15
202207,3,34,37
202208,18,25,43
202209,1,8,9
202210,89,19,108
203001,0,9,9
203002,0,21,21
203003,10,15,25
203004,11,13,24
203005,7,30,37
203006,6,29,35
203007,3,11,14
203008,0,3,3
203009,0,13,13
203011,1,0,1
203012,4,6,10
203013,14,25,39
203014,11,11,22
203015,1,1,2
203016,2,12,14
203017,1,14,15
203018,56,26,82
203019,35,39,74
203020,17,22,39
203021,1,44,45
203022,0,4,4
203023,0,31,31
203024,3,13,16
203025,7,16,23
203026,3,7,10
203027,0,6,6
203028,65,27,92
203029,0,14,14
203030,3,30,33
203031,53,29,82
203032,0,29,29
203033,0,3,3
203034,1,2,3
203035,2,14,16
203036,6,11,17
203037,1,1,2
203038,12,20,32
203039,12,15,27
203040,21,8,29
203041,8,17,25
203042,1,8,9
203043,1,24,25
203044,0,3,3
203046,1,26,27
203047,4,20,24
203048,14,142,156
203049,4,33,37
203050,0,26,26
203051,6,13,19
203052,4,56,60
203053,4,12,16
203054,1,2,3
203055,7,6,13
203056,4,10,14
203057,5,32,37
203058,1,14,15
203059,0,8,8
203060,4,18,22
203061,12,16,28
203062,0,3,3
203063,3,6,9
203064,1,51,52
203065,19,13,32
203066,14,14,28
203067,4,0,4
203068,2,12,14
203069,0,13,13
203070,8,13,21
203071,6,18,24
203072,1,2,3
203073,2,23,25
203074,3,8,11
203075,0,4,4
203076,0,53,53
203077,1,17,18
203078,0,7,7
203079,6,3,9
203080,55,15,70
203081,4,18,22
203082,70,26,96
203083,10,42,52
203084,2,25,27
203085,2,29,31
203086,0,1,1
203087,1,4,5
203088,2,2,4
203089,8,13,21
203090,1,1,2
203091,0,23,23
203092,5,13,18
203093,54,26,80
203094,4,10,14
203095,11,14,25
203096,1,0,1
203097,1,4,5
203098,2,9,11
203099,16,27,43
203100,0,20,20
203101,32,107,139
203102,1,20,21
203103,1,11,12
203104,1,12,13
203105,4,8,12
203106,0,9,9
203107,3,36,39
203108,3,88,91
203109,9,23,32
203110,0,28,28
203111,3,22,25
203112,46,10,56
203113,11,10,21
203114,3,0,3
203115,7,8,15
203116,2,24,26
203117,1,2,3
203118,3,5,8
203119,13,23,36
203120,3,11,14
203121,1,10,11
203122,1,1,2
203123,3,13,16
203124,63,80,143
203125,9,18,27
203126,0,5,5
203127,0,3,3
203129,12,32,44
203130,2,9,11
203131,1,18,19
203132,2,1,3
203134,49,40,89
203135,1,11,12
203136,2,10,12
203137,7,19,26
203138,9,21,30
203139,1,12,13
203140,56,49,105
203141,1,18,19
203142,2,26,28
203143,2,7,9
203144,1,26,27
203145,2,5,7
203146,7,12,19
203147,8,38,46
203148,0,5,5
203149,5,23,28
203150,0,1,1
203151,8,35,43
203152,0,8,8
203153,15,13,28
203154,4,17,21
203155,2,15,17
203156,0,3,3
203157,1,121,122
203158,0,6,6
203159,0,1,1
203160,33,50,83
203161,17,43,60
203162,3,12,15
203163,27,35,62
203164,59,25,84
203165,8,37,45
203166,8,48,56
203167,4,5,9
203168,5,13,18
203169,3,4,7
203170,0,4,4
203171,0,1,1
203172,0,13,13
203173,5,33,38
203175,9,14,23
203176,0,24,24
203178,0,1,1
203179,3,10,13
203181,3,10,13
203182,6,4,10
203183,0,4,4
203184,1,8,9
203185,1,16,17
203186,50,35,85
203187,29,56,85
203188,11,36,47
203190,8,30,38
203191,9,52,61
203192,0,3,3
203193,8,10,18
203194,4,5,9
203195,0,3,3
203196,0,2,2
203197,1,5,6
203198,21,11,32
203199,2,14,16
203200,1,8,9
203201,37,11,48
203202,8,29,37
203203,8,46,54
203204,8,24,32
203205,5,13,18
203206,19,9,28
203207,2,11,13
203208,7,38,45
203209,0,7,7
203210,0,4,4
203211,109,63,172
203212,1,14,15
203213,3,14,17
203214,1,0,1
203215,1,14,15
203216,0,16,16
203217,13,19,32
203218,3,19,22
203219,7,15,22
203221,2,3,5
203222,1,43,44
203223,1,8,9
203224,0,8,8
203225,4,0,4
203226,0,1,1
203227,6,53,59
203228,0,12,12
203229,63,32,95
203230,1,0,1
203231,71,29,100
203232,1,5,6
203233,0,34,34
203234,0,10,10
203235,8,38,46
203236,5,23,28
203237,6,40,46
203238,3,13,16
203239,0,25,25
203240,0,4,4
203241,6,17,23
203242,1,14,15
203243,7,50,57
203244,0,11,11
203245,2,21,23
203246,3,17,20
203247,6,40,46
203248,24,0,24
203249,59,24,83
203250,0,20,20
203251,2,18,20
203252,1,7,8
